id,businessName,vertical,website,phone,email,lat,lon,source,score
"node-5307201909","Luxurious Nails & Spa","med_spa","","","","32.584599","-117.1174648","overpass","1.1"
"node-6568829947","LV Nails","med_spa","","","","32.7504915","-117.2058177","overpass","1.1"
"way-1107890568","Mac Cosmetics","med_spa","","","","32.7322282","-117.2041951","overpass","1.1"
"node-11974200293","Madison Reed","med_spa","","","","32.8721842","-117.2088903","overpass","1.1"
"node-6636235534","Magic Mel Hair Creations","med_spa","","","","32.8223755","-117.1022683","overpass","1.1"
"node-596518884","Makeup Academy","med_spa","","","","32.6439116","-117.0806967","overpass","1.1"
"node-9836949048","Margo's Salón & Spa Playas","med_spa","","","","32.5294091","-117.117179","overpass","1.1"
"node-10861619962","MayHealthyStudio","med_spa","","","","32.5200072","-117.0231537","overpass","1.1"
"node-7722437594","Mimosa Nails & Spa","med_spa","","","","32.9828115","-117.074304","overpass","1.1"
"way-516728505","Monique's Beauty Salon","med_spa","","","","32.7013846","-117.1246632","overpass","1.1"
"way-1257032372","Nail & Relax Spa","med_spa","","","","32.8196979","-117.1500611","overpass","1.1"
"node-1727124146","Nail Connection","med_spa","","","","32.8535622","-117.2026606","overpass","1.1"
"node-9366157838","Nail Express","med_spa","","","","32.7475389","-116.9867665","overpass","1.1"
"node-6355766025","Nail Spa Plus","med_spa","","","","32.6287452","-116.9650887","overpass","1.1"
"node-11044502848","Nail Studio Coronado","med_spa","","","","32.6882957","-117.1787619","overpass","1.1"
"node-10894567152","Nails & Spa on 56","med_spa","","","","32.9395554","-117.2314751","overpass","1.1"
"node-6283807350","Nails 2000","med_spa","","","","32.9540446","-117.2300287","overpass","1.1"
"node-276540617","Nails 2000+","med_spa","","","","32.8625811","-117.2241141","overpass","1.1"
"node-2990317052","Nails by Mary","med_spa","","","","32.8196868","-117.174537","overpass","1.1"
"node-11527216746","Nancy's Nails","med_spa","","","","32.8396371","-117.275597","overpass","1.1"
"node-6032859437","Nina international beauty salon","med_spa","","","","32.677539","-117.0953369","overpass","1.1"
"node-13194652569","NV Spa","med_spa","","","","32.9165677","-117.126396","overpass","1.1"
"node-6582367060","O’Leisure Nails & Spa","med_spa","","","","32.7503787","-117.2133041","overpass","1.1"
"node-1572280746","One Stop Hair & Nails","med_spa","","","","32.818604","-117.178497","overpass","1.1"
"node-9368683624","Ooh La La Nails","med_spa","","","","32.7869525","-116.9275176","overpass","1.1"
"node-9771024253","Opulance Salon","med_spa","","","","32.8395047","-117.2788286","overpass","1.1"
"node-11733186491","Orogold","med_spa","","","","32.516644","-117.0154566","overpass","1.1"
"node-12083754413","Pacific Beach Nails & Spa","med_spa","","","","32.7986759","-117.2453394","overpass","1.1"
"node-2376665891","Park Jun's SD Beauty Lab","med_spa","","","","32.8318474","-117.1659696","overpass","1.1"
"node-12078923511","PB Timeless Nails","med_spa","","","","32.7992262","-117.2441723","overpass","1.1"
"way-486933264","Pheonix Salons","med_spa","","","","32.718575","-117.1559186","overpass","1.1"
"node-9345114006","Pinamart Salón","med_spa","","","","32.5311601","-116.9517058","overpass","1.1"
"node-1741942400","PNT Nails","med_spa","","","","32.7679844","-117.1493099","overpass","1.1"
"node-9179215673","Poway Nails and Spa","med_spa","","","","32.9574604","-117.0385825","overpass","1.1"
"node-12653491366","PQ Deluxe Nails & Spa","med_spa","","","","32.9568149","-117.1263436","overpass","1.1"
"node-12394356345","Promenade Nail Lounge","med_spa","","","","32.5772433","-117.0362063","overpass","1.1"
"node-10270088947","Radiance","med_spa","","","","32.8669815","-117.2060221","overpass","1.1"
"node-9181610025","Regal Nails","med_spa","","","","32.7416564","-117.053555","overpass","1.1"
"node-11974188767","Revive","med_spa","","","","32.8720538","-117.2084121","overpass","1.1"
"node-6026181612","Romantic Nails","med_spa","","","","32.8015489","-117.1584828","overpass","1.1"
"node-2985490716","Rose Nails","med_spa","","","","32.7951509","-117.1925243","overpass","1.1"
"node-9359626182","Rose's Nails","med_spa","","","","32.9819974","-117.0608659","overpass","1.1"
"node-6540120895","Royal Bee","med_spa","","","","32.6297051","-117.0858076","overpass","1.1"
"node-11481481164","Salon Coco","med_spa","","","","32.5112107","-116.9873409","overpass","1.1"
"node-9771024255","Salon Massimo","med_spa","","","","32.8396739","-117.2788847","overpass","1.1"
"node-3732386999","Santo Asian Spa","med_spa","","","","32.830718","-117.1035165","overpass","1.1"
"node-9366051450","Sassy Nails Salon","med_spa","","","","32.7453818","-116.9276441","overpass","1.1"
"node-7732654453","SD Nails","med_spa","","","","32.8307895","-117.1384912","overpass","1.1"
"node-6355775338","Serena Hair and Nails","med_spa","","","","32.6195523","-116.9614744","overpass","1.1"
"node-12230459313","Serenity","med_spa","","","","32.9615756","-117.1896885","overpass","1.1"
"node-6328046090","Serenity Nail and Spa","med_spa","","","","32.6232873","-116.9643598","overpass","1.1"
"node-10736100985","SK Nail Spa","med_spa","","","","32.7667166","-117.1831849","overpass","1.1"
"node-12076331490","Skin Habit","med_spa","","","","32.7980245","-117.2503909","overpass","1.1"
"node-11974178040","Skin Laundry","med_spa","","","","32.8722195","-117.2088392","overpass","1.1"
"node-6630307852","Sola Salons","med_spa","","","","32.6502163","-116.9692136","overpass","1.1"
"node-11054106726","Star Nails","med_spa","","","","32.8422038","-116.9811266","overpass","1.1"
"node-8905870400","Strand’s Nails","med_spa","","","","32.7461659","-117.2496459","overpass","1.1"
"node-12164434790","Styles Nails & Spa","med_spa","","","","32.8238975","-116.9033966","overpass","1.1"
"node-9775355747","Sun Barber","med_spa","","","","32.8303248","-117.2769618","overpass","1.1"
"node-10586052225","Sunny Nails & Spa","med_spa","","","","32.8563595","-116.9718095","overpass","1.1"
"node-1459192969","Tan Diego Tanning Salon","med_spa","","","","32.8300985","-117.20211","overpass","1.1"
"node-6794308759","The Cosmetics Company Store","med_spa","","","","32.5441312","-117.0432989","overpass","1.1"
"node-8395181944","The Laser Cafe","med_spa","","","","32.7482508","-117.1530829","overpass","1.1"
"node-10083148997","The Nail Lounge & Spa","med_spa","","","","32.9628091","-117.0919432","overpass","1.1"
"node-13007047852","The Nail Shop","med_spa","","","","32.8471546","-117.2729487","overpass","1.1"
"node-12164326102","The New Me Nails","med_spa","","","","32.7747112","-117.1565858","overpass","1.1"
"node-9035051279","TJLash","med_spa","","","","32.5049846","-116.9764857","overpass","1.1"
"node-6558346142","TLC Hair & Nails","med_spa","","","","32.8393682","-117.0986604","overpass","1.1"
"node-8395216922","Tokyo Blonde Paul Mitchell","med_spa","","","","32.7482484","-117.1528752","overpass","1.1"
"node-6636255642","Top Star Nails","med_spa","","","","32.8223092","-117.1019475","overpass","1.1"
"node-12223003804","Total Beauty Bar","med_spa","","","","32.7422939","-117.2333308","overpass","1.1"
"node-7844417943","Uptown New York Style Salon","med_spa","","","","32.9906428","-117.2606744","overpass","1.1"
"node-9716284497","Urban Alchemy Salon Studio","med_spa","","","","32.7246179","-117.1599293","overpass","1.1"
"node-9301845254","UTC Nails Lounge & Spa","med_spa","","","","32.8700652","-117.2335638","overpass","1.1"
"node-4933000865","Valley Nails","med_spa","","","","32.9151194","-117.145804","overpass","1.1"
"node-13337455110","Viet Nails Supply","med_spa","","","","32.7562433","-117.0940392","overpass","1.1"
"node-9311519587","VIP Nails Spa","med_spa","","","","32.9799565","-117.0771048","overpass","1.1"
"node-3884003930","Visage Beauty Salon","med_spa","","","","32.7225553","-117.1675765","overpass","1.1"
"node-6389982128","Vivid Nails","med_spa","","","","32.6488749","-116.9662531","overpass","1.1"
"node-3271743263","Weight and Cosmetic","med_spa","","","","32.7524151","-117.2043885","overpass","1.1"
"node-11687195397","Sol","med_spa","","","","32.5141421","-116.9875832","overpass","0.8"
